date,diff_p0_p1_return,diff_p0_p2_return,diff_p0_p3_return,diff_p0_p4_return,diff_p0_p5_return
2024-01-02,0.0008073809201448955,0.0020937276875423495,-0.001018964987535523,-0.005924734710058194,-0.0025920370665455023
2024-01-03,-0.005149879329978774,0.0009007180129871924,0.010281506718881735,-0.0027376521484106372,-0.004084274098379463
2024-01-04,0.0037390523011111895,0.0023844350408003035,0.00163789974298529,-0.006243744357665637,0.0012367335978305386
2024-01-05,0.0049718191667497275,-0.00612107273642541,-0.0023033103272815277,-0.014009781918406754,-0.010105839658064785
2024-01-08,-0.010250410226750394,-0.0005754556553734064,-0.007972125370105923,0.003370114870573612,0.002910759779618026
2024-01-09,-0.00032158566777972626,-0.011983798554102566,-0.002870850270926456,0.0008119924367914241,0.002519780874029768
2024-01-10,-0.008380814593032361,-0.0017887663801696534,-0.005949633546396477,-0.005270697915404795,0.011048087610474707
2024-01-11,-0.004045208051991379,0.00043739147527239693,0.007090729071682217,-0.0034688034619464164,0.0004946824537425635
2024-01-12,0.0014627848594968836,0.0009189088712753097,-0.007675390784923854,0.0018091218430160646,0.013729410795673837
2024-01-15,-0.008482868068770895,0.004896913440107991,0.0017354781798760686,-0.003931763152857772,0.019503748917081804
2024-01-16,0.005373558272508271,-0.005396444510526117,0.0014216136014002438,0.005813516669361482,-0.0001990391281567437
2024-01-17,0.004897461603171237,0.0002674133992529221,0.005570732925840295,0.012708180733249216,-0.004580960259050875
2024-01-18,0.0020188316623376544,-0.0017165378826920759,0.0017908788785808158,-0.008297556222801119,-0.003713714368524059
2024-01-19,-0.0003771758368269802,0.005093819360502039,0.008916554052178923,-0.00938822233987404,-0.005651781293883445
2024-01-22,0.004681420535440531,-0.009362098920872473,-0.0023421890546665687,0.00042170459463928775,0.012813134795581377
2024-01-23,0.004936423403424534,-0.0010360671011109893,-0.001680031258699714,-0.0008015632041433998,0.01521176460410544
2024-01-24,-0.0017681496554372033,-0.0009184019418236471,0.0033681234709968576,0.00023383643930835886,-0.0002755580516915028
2024-01-25,-0.005884402858906337,0.0005423926598072591,-0.002205068560820935,0.01052902220952178,0.007377796524310474
2024-01-26,0.0006551383219404066,0.00394190511633672,-0.0014790868619920462,0.009617010867415576,0.0014514039539553607
2024-01-29,0.004300294125082483,-0.005854466226617436,0.0033267603421490086,-0.012305632938932333,-0.016817960504459387
2024-01-30,-0.0010268612662686235,-0.0038996380379929764,0.002048369569985558,0.019158053011888394,-0.005985508632708735
2024-01-31,-0.0029436615186634357,0.0016270197303234943,0.004351093039886495,-0.00021124852724606564,-0.0003533729722789481
2024-02-01,0.0050147777307232655,0.003199538185169492,-0.006335730824515821,0.0005665494510732652,0.0018175816379532672
2024-02-02,-0.005526907732294663,0.0018991955033718167,-0.005105695340235808,0.008976533663336343,0.0032347132134456515
2024-02-05,0.0013358389146143016,-0.0023551417642813702,6.973123285614177e-05,-0.014781970343256439,-0.008682667234707528
2024-02-06,0.002977038795132526,-0.010042835209110723,0.006826259650368143,-0.01276877180299127,0.008310646523978407
2024-02-07,-0.0042729821972759445,0.004494955421712307,0.0018166584530935987,-0.01109467952233191,0.012742338746026092
2024-02-08,0.00945024293313567,0.00027097546999896446,-0.0010174139052062424,-7.893572776509084e-05,-0.007276370905008716
2024-02-09,0.007391520558541507,-0.002114459658650934,0.0005416671111582639,-0.005146371225624349,-0.004134657897481775
2024-02-12,-0.006866350909907023,0.0068853465685719635,-0.00017861301244209227,0.00892737294983047,0.001619921372219338
2024-02-13,-0.0033664211662173655,-0.0010334263000112611,-0.003021617353520297,0.0012636727934793091,-0.0018774015570926007
2024-02-14,-0.00099953029565079,-0.0062928734206795685,-0.004747921493347844,0.014432460390403442,-0.004541098946265455
2024-02-15,-0.005524562725740956,0.0022866316628751544,0.010750905396895724,-0.010432194419849664,-0.0003766966342614356
2024-02-16,-0.0029923153236094467,-0.008205097371637014,0.006044486964808741,0.0010124486515612427,0.002142976598633448
2024-02-19,-0.003713868834673535,0.0028739208149845827,-0.002875081446411247,5.6774332025914245e-05,-0.008474347129633618
2024-02-20,-0.0064966165612491715,0.007277659276500113,-0.0026497329317693268,0.0035334428508464154,0.0011958860870936493
2024-02-21,-0.0018468712165731053,-0.0019398048516860978,0.005310578140119103,-0.0012149408362712789,0.00013700716645837201
2024-02-22,0.0009333293431668772,0.006482541601260008,0.005663576822431968,0.0042608021418239425,-0.0035721425401791748
2024-02-23,-0.007491812320038793,0.0053476496586765095,0.007665129939546132,7.433280701327747e-05,0.006376954574431661
2024-02-26,0.00548865832331243,0.004755922263324909,0.007349684312725295,-0.0024449412052890617,0.015134756843982456
2024-02-27,-0.00667955834971425,0.0049086153849682455,0.004357524553215309,0.00818895290819602,0.018411074763870633
2024-02-28,0.009706672840271895,-0.0051258845359466254,-0.010920701061875,0.007735112472430372,-0.007635111742883307
2024-02-29,0.0007255676681149203,0.00479863738502597,-0.010606581458299104,-0.01567984363447583,0.003833691183035043
2024-03-01,0.0010663153376797823,-0.0006290153569096128,0.001169743346391527,-0.005684124858938238,-0.012121449665448961
2024-03-04,-0.00019992910528193015,-0.004258543455246959,-0.010604369256877749,0.0052454485711462134,0.0009474123442004179
2024-03-05,0.0032391712197968833,-0.004346474707129685,-0.003706411542856605,-0.006792344217761325,-0.006479776803522434
2024-03-06,0.001972447506496413,-0.003314873081674729,0.003392464021741922,0.003918047403345729,0.019726448881920922
2024-03-07,-0.007556734275200858,0.005039511889175227,0.00027358426678107184,0.0010877621589520244,-0.0115487743971595
2024-03-08,-0.001961162876347926,0.00431598631721977,0.00032265139587886373,0.001848434963290125,-0.001116450125404872
2024-03-11,0.007727418481917721,0.0004926371647825259,-0.014502909707374435,-0.004336580403795925,-0.016219169463722184
2024-03-12,-0.01870863049297923,-0.002050576748861561,0.010234918950719065,0.0015769592490447433,-0.009052911366644814
2024-03-13,-0.004844199209214534,0.006253066151250044,0.0020033863637892533,0.0015839939324964556,0.0010188439004574854
2024-03-14,0.0010304015693320791,0.004627028234718992,0.004767971081492528,0.0029256376001959563,-0.007885815218310095
2024-03-15,0.003866652589458362,-0.0028212353899624704,0.00855691973130335,-0.00896840657379302,0.00026141121351970346
2024-03-18,0.0007558502822523743,-0.006023227753220683,0.012953801506995353,0.012883254138076417,-0.0026722538544817482
2024-03-19,0.00543032699338714,0.0024933803483510593,-0.017394916243416807,0.0032031841302207244,0.0009479032815007636
2024-03-20,0.0012993041208471823,-0.004784374599135892,-0.0009854293235428344,-0.00022607010705837723,0.012192847954910867
2024-03-21,0.002806562362346086,0.0005722248489866811,0.011602789985376581,-0.0032419834381091786,-0.0020048727438784623
2024-03-22,-0.01010053006803436,0.008445529231418062,0.007650326577360999,0.008534784356093662,0.0075200860180224365
2024-03-25,0.001460891525981912,0.0016774446959116444,-0.0008640461318711549,-0.0004288034057835699,0.0019887325054232484
2024-03-26,0.009870977069382664,0.0033784395090403927,0.0004907791196879698,-0.0034351364035471697,-0.004214986386704936
2024-03-27,0.01041623006703494,0.003133436521135519,0.0013728539081745827,-0.0015694547372217822,-0.00848148070530475
2024-03-28,0.00039883065518062387,0.004968290172351004,-0.0018477607278624302,-0.0006179406640044809,-0.000489309162950805
2024-03-29,0.0014575662079890123,-0.007365054393728046,-0.0007477884637556371,-0.005635164145232572,0.009461265293063447
2024-04-01,-0.0038235920593891587,0.0034852337365034775,0.01157106216908732,-0.001308770090253004,-0.003914186269111195
2024-04-02,0.0019485935547565569,0.0005898548619548569,-0.00605531443137798,0.004887355325707036,0.01963964448127867
2024-04-03,-0.0007486719715943455,-0.0004143809803233161,-0.006414524164983601,0.0037527076134923803,-0.009722786022368653
2024-04-04,-0.005841586146108901,0.006998336359218948,-0.00543817141576251,0.009850860554650705,0.015219222034045262
2024-04-05,0.002355958744860457,0.0033669570142541177,0.014565756605807448,-0.0003738272165257333,-0.00383705217247454
2024-04-08,-0.007319386388697651,0.0008085354017317317,0.011254009476428146,0.008876763051206923,-0.006978821172761617
2024-04-09,-0.004332252302995576,-0.0019208561467048183,0.0029458765774673917,-0.0004424914168294704,0.0034300855089877316
2024-04-10,0.0025804362682726838,-0.0008938679333922375,0.0006187824087793938,0.0028527390177282737,0.0007442726682014159
2024-04-11,0.0038211251899643046,0.009954378866640023,0.005043805993395814,0.0016464843712684146,-0.013675067610257233
2024-04-12,0.0031277425160912103,-0.009133392058836037,-0.008963238603092854,0.008037114019750121,0.007856115541229978
2024-04-15,-9.963399009330857e-05,-0.007950055530761078,-0.0016994396182359519,-0.004229906545728193,0.0072315667151718905
2024-04-16,0.01434638319456519,0.0016846524397732794,-0.004555177896224819,-0.008164412242425761,0.0009951514730855465
2024-04-17,-0.00026075916108152686,-0.005157595797637358,0.0017144866498452894,-0.008007308170486893,0.011508965445563705
2024-04-18,0.007175903634728933,0.006023756326482104,-0.002418353294259697,0.005316164506544711,0.00031137445302578844
2024-04-19,-0.00153287236841489,-0.0010957282857103306,-0.008198006911239054,-0.01035090956716097,0.00864883311788441
2024-04-22,-0.0003474124235171204,0.0016821242556381158,0.00791197271917884,-0.012665059960128594,-0.005557170664343044
2024-04-23,0.0018520090607904239,0.002560473933327865,-0.0017395211528076777,0.00943343386158279,0.003393554449466732
2024-04-24,-0.006480292832967159,-0.0040538188799532264,0.006538297423462357,0.0049106516516484785,-0.015591551151059408
2024-04-25,0.008886273823174454,0.003590135155469437,0.010303400913875488,-0.001869607048600672,-0.0011613559919909327
2024-04-26,-0.005958742508507913,0.013284647850659439,-0.0003281795778500413,0.013900265536655564,-0.004325632062485516
2024-04-29,0.0017830471539986045,-0.0077567624328504,-0.0017800700413673832,0.00907003926720022,-0.00976569434017047
2024-04-30,0.007233365269607672,0.0022861890792423133,-0.006407656474889791,-0.0028127781714053883,-0.0026315910903487194
2024-05-01,0.000502883972344987,-0.0020807198297154617,-0.004891015305631756,-0.001236701620118539,-0.00774200764748144
2024-05-02,-0.006937159435858461,0.0003591175874632068,0.007080119578881978,-0.01103497364093892,0.0015315733631756441
2024-05-03,-0.0030997371688077737,-0.004285727185673448,0.006874063569002332,-0.00294535751272533,0.014984715147583913
2024-05-06,-0.0038790361848783602,0.002532509968129162,-0.0006909810459004222,-0.004832174473010906,0.006789075383199774
2024-05-07,-0.00012989543844884352,0.0036160529035682335,0.0005689594494810276,-0.0074865300424115065,0.0005813768112998375
2024-05-08,0.0011117310170968432,0.005392314769405986,-0.005443883051346249,0.0008853611738615565,-0.01399690857207035
2024-05-09,0.004708958362059894,-0.00480741487320323,-0.011744516647585239,0.0007262653258021023,0.011451164627965615
2024-05-10,-0.008346681689271253,-0.004840177926942136,-0.004302924237372969,-0.007835973170736027,0.004914850995011263
2024-05-13,-0.004044204670266914,-0.0030075736823010108,0.0049831377907761775,-0.004844117047749474,0.0053950208800265
2024-05-14,-0.005028311031292259,-0.005460692571076447,-0.011948145024336458,0.016089622295293832,-0.0013823312891789695
2024-05-15,0.002263600207690575,0.00044475245509600393,0.002019732299050839,0.0015974918349949798,0.018673953352824287
2024-05-16,-0.005433559545742883,-0.007187310530490885,-0.006183717679390484,-0.009477672078068369,0.008222658472337482
2024-05-17,0.005722269257226542,-0.004206577725751633,-0.008833050435240943,-0.0016383732251287581,0.01402011490088754
2024-05-20,-0.016117416506789897,0.0032331338450793732,-0.006630286592140097,0.009522937172330194,-0.008201315467890768
2024-05-21,-0.000912494963295043,-0.006931395503197817,-0.005940804953486682,0.012286713304368946,0.008885208173010528
2024-05-22,-0.001610008912904054,-0.00375086185102128,-0.012356649955582699,-0.0019492536952078743,0.0012218707267233181
2024-05-23,0.00029567385299309585,0.00013104036011914893,-0.006952667390588483,0.0006698089170750561,0.0011519395841840467
2024-05-24,0.008543372226819066,0.009933667271761811,-5.892318842454149e-05,-0.0049304476094070935,0.0009151608321423272
2024-05-27,-0.002845727651526622,-0.0031121690787312456,0.0004894489365450034,-0.007146435449218521,0.006954960760395158
2024-05-28,0.00017650670489553625,0.0018500415342997626,-0.0003805802517947007,-0.004618035578019299,-0.007031636037739666
2024-05-29,-0.0006236560259472458,-0.00214380168713906,0.0025373093324670293,0.001164546374418885,-0.010760760731304563
2024-05-30,0.0012027277965701104,-0.006114302085703786,-0.003415343378634964,-0.0011548288737427794,-0.017177459501201798
2024-05-31,0.0013490446871598882,0.0013549167485716752,-0.00020616935397271005,-0.0021945381797727533,-0.0018624329409732596
