date,ticker,market,outcome_future_63,pca_dim_00,pca_dim_01,pca_dim_02,pca_dim_03,pca_dim_04,pca_dim_05,pca_dim_06,pca_dim_07,pca_dim_08,pca_dim_09,pca_dim_10,pca_dim_11,pca_dim_12,pca_dim_13
2024-01-02,AAPL,US,0.008753,-1.5971310698703416,0.3248973587762441,-0.6730263655070184,-1.974676021361044,-1.5397050092552869,-0.4776272850927498,1.0279612277361514,-0.5920458423995103,-1.7059636865085086,-0.3061160067248168,1.1245237558777843,0.2277204411278539,0.25904214558028904,-0.9958172955569087
2024-01-03,BAJFINANCE.NS,India,0.013779,0.2334193206138053,-1.1339740179082047,0.40741542671590025,1.7086180045027815,-0.6546880776860885,-0.19806453273326324,-1.0895768810509558,0.5946665738988581,0.9806177089174188,-1.0841359410056444,-1.4135197614808817,0.9755780101722159,1.1175065580664498,1.2117902013153115
2024-01-04,000858.SZ,China,-0.00747,0.21172961844513571,1.0269091157415953,1.2888196880350486,0.5143702643303535,-0.19992424074108567,1.020782111785046,0.8980905973719628,0.8898920776643722,0.5156456655991601,-0.3109871543375607,-0.19819359186001154,-0.023853676678004507,-0.2429645880056203,-0.10090891758917107
2024-01-05,ITUB4.SA,Brazil,-0.006039,-0.12642980318721006,0.5045975404964724,-0.13381610397260119,-0.9185396762134965,0.65776269986241,-1.0930061818465775,0.6900637149580204,-1.7951312406571127,0.3878003468487907,1.6918825159151787,-1.6488907352412467,-0.46351295556623795,1.7425862096869382,-0.2897479535553647
2024-01-08,DIM.PA,France,0.003345,-2.1662902364156955,2.4515371061535767,-1.4060296380848483,0.8523763182522426,0.8881235681108984,-1.477869405800596,-1.47587441916752,1.2222921845344936,1.0568473876671733,1.8316198527115004,-0.22144680437656242,0.09810706666675037,-0.4160205491534082,0.8885217609690378
2024-01-09,DGE.L,UK,0.057827,-0.17447754244230854,0.477779472847322,0.24019409612382614,0.256675710169823,-1.1551760191875102,0.5575019860273338,1.8576361440759517,-1.6362076986553926,1.4931055403296392,-0.12240669373763172,1.62043063862223,0.636784723978303,-0.618831130441647,-0.0017064823480712685
2024-01-10,CRM,US,-0.011087,1.024992968020339,0.5039178017879207,-2.194083667853644,-2.007623361469591,0.33893008246873957,-1.6390634329244698,0.9215254025236019,0.09539695485579162,0.3579415811810898,1.4757509227415282,0.1356347687788077,-1.245102387337727,-3.342188014432353,-0.015996273077175938
2024-01-11,INFY.NS,India,-0.001479,-0.8610595342777522,0.684969681157757,1.347133515091584,0.17232479773641568,-0.8286661911350186,1.0686562512287712,0.2904505663700006,-1.4634202572274804,1.47549807961518,-1.093979173729461,0.5049846420173627,-0.8295367126985067,-0.7267125422814407,2.1728504836768288
2024-01-12,300059.SZ,China,-0.018346,-0.9033749392876004,0.7376381405867326,-0.23812267040869395,-0.8800532861852155,1.6161124828551354,-0.6455481890094323,1.0902098848967259,0.8736858513429684,-0.04191989984541164,1.0814091612630752,1.5261262900429189,0.3942227412204768,-0.5879557867950518,2.2244801986891014
2024-01-15,RAIL3.SA,Brazil,-0.003032,-0.3139850898708872,-0.4737769492874442,1.6035294893281915,2.035615666046763,0.337459754213692,-0.5608960957731277,0.6715055308620863,-1.35596043670395,-0.4735218547557009,2.719421448589544,-0.4128519857521475,-0.05102424402339566,-1.1627910746947132,-0.9139690236369744
2024-01-16,OR.PA,France,-0.031888,-1.551852353933729,-0.24601291224883923,1.12524404402667,-1.5008346569937172,0.558862263723694,-0.4065954832350209,-0.11547684982985643,-0.7582956551217876,0.31878871464711683,0.5270770385579127,0.10163853184026289,-0.023425284168743225,-0.3955668759080184,0.03911336440534652
2024-01-17,PRU.L,UK,-0.027188,-1.0528565543128354,-1.8355389803716013,-2.700524517305585,1.3528259773279032,-1.8774959190409621,-0.5637250045566728,-1.1263044643975462,1.3199935443810709,-1.2863518759350416,-0.293954329759381,-1.0559952345066115,0.2897788382467759,1.2214171793220865,-0.2896754492159362
2024-01-18,MSFT,US,-0.128459,0.5686571679943633,1.1230232136017075,-0.07007263808191655,-1.511410597228952,0.21491827039994038,0.33765372731945276,-1.4337585327523021,-0.27751952853548,-1.603203689618121,-0.5789600173405683,1.0049534107897753,1.6064912049047733,-1.3789792879169194,0.005942657152022503
2024-01-19,SUNPHARMA.NS,India,-0.03313,-1.5242925544091435,-0.69314520339516,1.8336567498465783,-2.1718985070355457,0.9410074250011404,-0.5941840775871501,1.6340898043027012,-0.013318683487863987,1.4923392581141455,-1.0378165396618089,1.1765219124373898,-1.423248426537209,0.6323118430617862,1.0956653236452825
2024-01-22,600887.SS,China,0.108713,1.764213179827738,-2.1331123007998842,1.7619295434485167,0.9263075747707759,0.5673033874244936,-1.0502775385557375,1.79093279971813,-0.296903859337929,-0.8513960877104014,-0.2984575001010211,-0.8140586588657481,-1.574832094892803,1.4990449775374628,-1.1654874036557485
2024-01-23,B3SA3.SA,Brazil,0.035049,-0.5319004300071569,-0.04453020886433672,1.5282651904089308,0.3736750212846499,1.9789775745814948,-1.5162393864221928,0.613925586140713,-1.0377413391885577,-0.11576085925102769,0.5393652072252189,0.8402178513588834,-1.3365625371284664,-0.9407666544054258,0.15701764498501736
2024-01-24,WLN.PA,France,0.061061,-0.4292066946085767,0.4154484449949801,1.7674068969367367,-0.20894956710745896,-2.606106839474455,0.22045525064577648,0.4315263130514146,-1.7203552759563614,0.3607966766811688,0.07918334131254506,-0.297889943215435,-2.290448634241482,1.0878499288079313,0.17021877666942759
2024-01-25,AUTO.L,UK,-0.037667,-0.728867129218052,-1.5496073172668567,-1.6926056576299346,1.3061936876634268,-1.771882182035652,0.8745230724256827,0.8580798059115832,-0.3517469696036631,-1.5060294398443532,-1.1057965675011197,0.8248773079806688,-1.0308469963380302,1.6220070697971076,-0.3484658367925756
2024-01-26,AAPL,US,0.040998,0.9137799039317408,-1.489915794293547,-1.6601987019363897,2.421783262381105,-0.2515877625050652,-0.20335823880916484,-1.4175932591684859,0.5634901638644412,-1.4759048478925874,-1.0349608439028901,0.5945734206633092,-0.6742902580763596,-2.0016720967103363,0.01763814391971713
2024-01-29,BAJFINANCE.NS,India,-0.044519,0.460100507973212,1.1325360161559648,0.27876007075353293,-2.8113920454860812,0.41029857219753124,0.006080525882546973,0.11984131153102759,0.15402988461897804,1.6679077969678988,-0.580375620937274,-0.25370003896860577,0.7624355167167352,0.5161372895898619,0.19500680681764998
2024-01-30,000858.SZ,China,-0.017847,-0.5228167025329409,-2.4298798758817868,-0.16770085035029175,1.127202687015095,-0.724621591621162,-0.20656981385308848,0.17576230527211695,-0.0019432184245967606,-1.2147847117861486,0.14345594076783758,1.3891418939779838,2.0000416198597946,-0.4006389595229801,-0.26833481153953803
2024-01-31,MGLU3.SA,Brazil,-0.021425,-0.043924514137799825,1.8015830377748678,0.5106242911519762,-1.163162346143804,-2.542271036314568,-0.6876854552960183,1.172694238798795,-0.2176037819283562,0.7180268069874289,0.5610745108869791,-0.8460485712103373,-0.2790268767624679,1.683064968908918,-0.01977138989290487
2024-02-01,DSY.PA,France,-0.011888,-0.65300340295239,1.3762217179826608,1.36688222427233,1.7328302090021364,0.09712665802772055,-1.357050295565143,0.2354070038699076,-2.0019372389244694,2.0366354555112767,0.7878020490192955,-0.9669864327334918,0.721483136291194,0.7231813288938009,-1.244883999525508
2024-02-02,EXPN.L,UK,0.012166,-1.2795565644293208,0.35402736933038265,0.43677303149828806,-1.682453697284107,1.4989675970411733,-1.6053004414054368,-1.0969484770921338,1.7812551994095018,0.7552863286892815,0.4012843067298254,-1.0178600448040145,-1.3901334591754906,-1.4154212138642561,-0.4576746195771103
2024-02-05,CRM,US,-0.065847,0.1992862751508157,-0.1931346868085338,0.46220355827228704,-1.706591854070724,-0.14303851406270185,-0.17636831011086382,-0.07909346202469525,-1.6510288806236695,2.92991116828872,0.6892309461173921,0.24274508237359238,0.3235579474004765,0.6606241439998046,1.1991821223851358
2024-02-06,INFY.NS,India,0.002598,1.067967358101567,0.2769479755662124,-1.0323111127223399,0.2706832732866004,-0.2687488819823392,-1.1637215287580749,0.25851165406496057,-1.509407046041813,1.6739041302527184,-1.0685932282619448,-2.210185221283012,-0.9164518575687257,-0.32397573869242025,0.5774459975675776
2024-02-07,300059.SZ,China,0.002157,-1.4652357905919557,-0.49713708880310314,0.6514037013047664,0.07011481298421825,-0.19379215567944547,0.07122715271410623,1.1394359397887808,2.094175455034822,1.7152042513506531,-1.5014526946255269,1.3481352472251222,0.25400945805107833,-0.17592508329222267,-0.015932744231293462
2024-02-08,TOTS3.SA,Brazil,0.031329,0.5068918431317276,1.2725323223460476,1.4703053639854216,1.2741475456355191,-1.3580425532183877,-1.0366591124773192,0.23047642114573236,-0.33189185129000043,1.5932740823942309,-0.6815741904274117,2.559043536607125,-0.27074411563697626,-1.2937516584169204,-0.7100420866285421
2024-02-09,RI.PA,France,-0.053032,0.5518323225396243,-2.515667354336213,-0.6380510741175941,-0.16855852871181157,0.3914786133315868,0.3522525742843716,-0.4826732890372763,0.5695342601759623,0.8217790739799817,2.044815446697227,-0.2994514338637348,1.3868359663725713,0.108156650789442,-1.1584843698097242
2024-02-12,REL.L,UK,0.035673,-0.6508604575488054,2.8790464504027327,0.7063958783776697,-0.10058400981519966,1.7338191929525362,0.8079054229666098,0.7972754797164372,0.8638170160661385,-1.1213062004221446,0.8999245853549935,1.1210740039314384,0.06641294980203431,-0.13652927347802346,-0.3357552715452014
2024-02-13,MSFT,US,0.036601,0.3151665388692291,1.0434834939153308,-1.8637776707450664,0.03826396305338697,-1.1864284206633935,0.8905038502642877,-1.0995425357010822,0.3890460036213929,0.6901166517024098,0.016747645249106664,-1.336759082383103,2.785331933970603,-0.4994683869431523,1.7455935555958175
2024-02-14,SUNPHARMA.NS,India,0.070579,1.9192081838863262,1.1465442026843877,-2.067914212097782,0.6281428091146412,-0.4446880047336098,0.9098326189169164,-0.9445071611043403,0.49769820602933973,0.5340955573136252,0.3909950477218249,1.278421459568159,0.4707825066783282,0.6119581626026585,0.2393175792973693
2024-02-15,600887.SS,China,-0.037489,0.9760043874824085,-0.5145665246434156,-0.506687758663291,-1.0450173332251,-0.2876585673845966,0.3825320031515025,1.1447520132604212,-2.2991581337884566,-0.7860556162416662,0.32425102222009866,-0.4583606344196429,-0.6388281695773073,-0.34510448946938127,-1.3883221330944029
2024-02-16,ITUB4.SA,Brazil,0.010185,-1.4018855844818099,-0.7382900504182753,-2.2279134103974254,-0.1778061037218798,-0.24989728650852389,0.7006689367305132,-1.237797329860488,1.6386254478115125,0.9859346962497058,-1.0927489980226044,0.6579514343285833,0.21338990994721435,2.3488172032465053,0.9371244740743816
2024-02-19,AI.PA,France,0.039942,1.1092180288421114,-0.677619543991468,-0.7161191962421734,-2.5501459372105506,-0.08791682074611694,0.18225655667750107,-0.528131715222252,-0.282062457569122,-1.0313777700111948,0.3451727483828307,0.4928027634243446,-0.46319027167201726,1.5363378804404375,-0.31649680803390534
2024-02-20,AZN.L,UK,-0.043086,0.4666421917724712,-0.665584003912204,1.725387778250748,-0.23633328174906024,-0.9624580368355962,0.3317712387949126,-1.6141657457261493,-1.3945502119213156,1.5287021238557736,-0.6187828431908312,-0.04495326061253229,0.023553814401423172,-1.0010575792175334,0.38201764880407524
2024-02-21,AAPL,US,0.039719,1.6858417894888456,-0.1448788792889557,-1.2165592779694143,-0.7873232023475158,1.1209203213874717,0.2638998906415887,-2.0714175805942108,1.0375113341410327,-0.6388783189291769,-1.7976346796599763,0.574768049663746,-0.8948490913504705,1.3250035967825173,0.21489275172558853
2024-02-22,BAJFINANCE.NS,India,0.093251,1.3319439668773894,0.6622278766344579,0.7580143217383288,2.1100086917080163,-0.27135206901321784,-1.2070523307952157,-0.16266936191632586,-0.09818582015749158,-1.2053804432072872,-0.2468218559611438,-0.34559895605881,-0.5474824641642283,0.49119555124653086,1.3378014355140024
2024-02-23,000858.SZ,China,0.056926,0.9515541224049754,1.4051098899306667,0.29647571788872257,0.7135328272941205,-0.5045829071185889,-0.3219700641952041,-0.6925638798367407,-2.171560860188461,-1.4973690092993868,1.6211099462903777,-0.10486338384602374,0.26710342670441684,0.24482996728331885,-0.47994622592690495
2024-02-26,RAIL3.SA,Brazil,0.030359,0.4909386022259607,-2.200807150815551,-1.3648844946645755,0.9657436452980449,-0.18217671483696288,-1.160756434125312,-0.24399226676596258,0.09465829080860637,-0.8972122861645201,0.7328341700730041,2.0796704363044234,0.5106690502034111,-0.16230495525605798,0.4836470738551195
2024-02-27,EL.PA,France,0.07407,-0.21307777973616865,1.4252497100771764,1.5101719816079353,0.20481434142681018,-1.8984710568407206,-0.26088263892049374,-0.5556883134139686,1.9230895615444645,0.4370404114470059,-1.1326192368091341,0.4359447662742357,-1.470429012410832,1.3917786675230883,0.9409172956889811
2024-02-28,HLMA.L,UK,0.051798,-0.5785388505937993,-1.0053681565739585,1.2812439451803963,-0.5837128176623917,-0.2553917690204434,-1.7053797875584467,0.7658044645620262,0.32230922455011074,-0.2747877792713188,0.16535875674293074,-0.6128062306032857,0.846813011493419,0.22866368209913834,0.7941249383708117
2024-02-29,CRM,US,0.086736,0.40805227438421715,-1.6565249196106713,-0.6817005299428291,1.5185901346921098,-1.9065459525352397,0.15733119794441558,-0.29703641679237924,-0.6099755260722697,-0.005895286600831138,-0.5973637864938669,-0.7239142833390461,1.6563046627497366,0.9277989086470062,1.3245257291198342
2024-03-01,INFY.NS,India,0.052734,-0.5667233441880634,0.6554738805668072,-1.2643215203193763,1.5430657964660202,1.5974268813534447,-1.1759841083913154,-0.6347011223390485,1.6864557724463545,1.5181912187978783,-2.258775821783222,1.658000848365013,-1.0471260728597171,-1.1439455394071545,-1.9703642703404378
2024-03-04,300059.SZ,China,-0.021011,0.3034640024686376,-0.5826408893306777,-0.7076050489258093,0.8026956763242978,-1.170563281120759,2.0235957423888444,-2.0738728194657154,0.889665261434055,1.2863080534840239,2.029536402764778,-0.19394213399455276,-1.657202194253208,0.5858473688915411,0.46896977333158135
2024-03-05,B3SA3.SA,Brazil,-0.02564,-2.873996949002001,0.20118431520612828,-0.4869313421078484,-1.0233103794377196,0.008504258740458778,2.0370310461802914,-0.547517032009821,-1.4824351611501227,-0.6503333910355246,-0.8150206640092275,-0.7286448712759731,-0.09456637998476924,-0.8579604622089463,-0.3166305278601224
2024-03-06,RMS.PA,France,0.082045,1.2270598005718647,-0.01805831409947911,0.9441838481584642,0.4662889810917485,0.3382213725431767,-1.494191334037868,-1.5023076854894888,-0.5569852328581655,0.17742387059566647,-0.4582448277617078,1.7172775137934047,-0.8303621147651868,-1.3822084352023212,-1.2641128098900465
2024-03-07,RMV.L,UK,0.048705,-0.7319377523818377,0.3836061978815298,-1.655097162513728,2.545737793239848,0.8835887605111342,-2.6364648225595437,1.3003871052234222,2.1864847889099317,0.8392425612152453,-0.06518039792324333,-1.6827313091167628,0.12671852388193122,0.26815439371869176,0.1781777308301159
2024-03-08,MSFT,US,-0.046663,-0.802264050263369,-0.7467022919515379,1.1968837104517296,0.526772478140756,-0.8677601506673953,-0.40460911471700794,0.829784910245003,0.2420217151566728,1.1685878610216085,0.050450741322746684,-0.661658512912408,-0.06767310035510754,1.1596628567250573,-0.28471691888293893
2024-03-11,SUNPHARMA.NS,India,-0.089424,-0.8491959109002462,1.220291716834446,-0.5828740299663474,-1.6757902817076915,-0.07531918616256524,1.7673026534811143,-3.2816070865104647,-0.5134770761754444,1.1577116540803014,0.645279126996715,0.3155946217396685,-0.05199243922901474,-1.6324289059002528,-1.0415317658730576
2024-03-12,600887.SS,China,0.023668,1.669913794436641,-0.1889612413715969,0.8611714515443037,1.3459942071382547,-1.4017017637974307,1.1710265279793932,-1.0440316783069685,0.20668532894941366,-1.2592281359674593,-0.6878518309697171,-0.18749315875411013,0.19301655628106562,0.886944062518414,-0.4577954134144064
2024-03-13,MGLU3.SA,Brazil,-0.082177,-2.1326024336073273,1.3624938205972312,-0.47832152783457266,0.23336760808497548,2.8575955848015115,-0.63410261619198,0.8073650171974793,-1.1513600548064442,1.8403444149065413,0.3881934865815797,0.5747683795466544,0.10792885971470591,-0.015617016286112874,0.8523613397336696
