trade_id,market,seed,system,query_ticker,decision_date,execution_date,neighbor_rank,neighbor_market,neighbor_ticker,neighbor_date,cosine_similarity,normalized_weight,realized_return_63d,realized_drawdown_63d
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,1,UK,CRDA.L,2014-01-10,0.995,0.088,0.089,-0.018
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,2,US,V,2014-01-31,0.9935,0.075,-0.0494,-0.0939
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,3,UK,CRDA.L,2014-02-17,0.9921,0.071,0.0224,-0.086
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,4,UK,CRDA.L,2014-03-06,0.9906,0.069,0.0142,-0.0765
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,5,US,V,2014-03-28,0.9892,0.063,-0.0114,-0.0813
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,6,US,INTU,2014-04-16,0.9877,0.0507,0.0902,-0.0104
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,7,US,ISRG,2014-05-06,0.9862,0.0487,0.2444,-0.0384
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,8,US,LMT,2014-05-23,0.9848,0.0467,0.0858,-0.0315
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,9,US,META,2014-06-12,0.9833,0.0447,0.212,-0.0324
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,10,US,MSFT,2014-07-01,0.9819,0.0427,0.1142,-0.0196
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,11,US,NOC,2014-07-21,0.9804,0.0407,0.0001,-0.0498
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,12,US,NVDA,2014-08-07,0.979,0.0387,0.158,-0.0353
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,13,US,ORCL,2014-08-26,0.9775,0.0367,-0.0067,-0.1412
TRD_US_7_P0_001,US,7,P0,REGN,2024-01-02,2024-01-03,14,US,V,2014-09-15,0.976,0.0347,0.1986,-0.0906
